product_id,name,category,price,style_id,color_id,product_color,fit,scrapy_datetime,size_number,size_model,cotton,spandex,elasterell-p,polyester
690449051,skinny_jeans,men_jeans_ripped,39.99,690449,51,denim_gray,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449051,skinny_jeans,men_jeans_ripped,39.99,690449,51,light_denim_gray_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449051,skinny_jeans,men_jeans_ripped,39.99,690449,51,gray,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449051,skinny_jeans,men_jeans_ripped,39.99,690449,51,gray,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,light_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black_washed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,light_denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,white,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,dark_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,dark_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,dark_blue_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,denim_gray,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,light_denim_gray_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,light_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black_washed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,light_denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,white,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,dark_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,dark_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,dark_blue_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,denim_gray,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,light_denim_gray_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,gray,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,light_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black_washed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,light_denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,white,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,dark_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,dark_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,dark_blue_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,black,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,denim_gray,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,light_denim_gray_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,gray,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449022,skinny_jeans,men_jeans_ripped,39.99,690449,22,gray,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,light_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black_washed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,light_denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,white,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,dark_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,dark_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,dark_blue_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,denim_gray,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,light_denim_gray_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,light_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black_washed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,light_denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,white,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,dark_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,dark_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,dark_blue_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,denim_gray,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,light_denim_gray_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,gray,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,light_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black_washed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,light_denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,white,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,dark_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,dark_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,dark_blue_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,black,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,denim_gray,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,light_denim_gray_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,gray,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449043,skinny_jeans,men_jeans_ripped,39.99,690449,43,gray,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,light_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black_washed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,light_denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,white,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,dark_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,dark_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,dark_blue_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,denim_gray,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,light_denim_gray_trashed,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,light_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black_washed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,light_denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,white,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,dark_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,dark_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,dark_blue_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,denim_gray,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,light_denim_gray_trashed,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,gray,skinny_fit,2021-11-17 10:00:00-07:00,184,31/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,light_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black_washed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,light_denim_blue,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,white,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,dark_denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,dark_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,dark_blue_washed_out,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,denim_blue_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,black,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,denim_gray,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,light_denim_gray_trashed,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,gray,skinny_fit,2021-11-17 10:00:00-07:00,187,32/32,0.98,0.02,,
690449036,skinny_jeans,men_jeans_ripped,39.99,690449,36,gray,skinny_fit,2021-11-17 10:00:00-07:00,,,0.98,0.02,,
938875008,slim_tapered_jeans,men_jeans_slim,39.99,938875,8,light_denim_blue,slim_fit,2021-11-17 10:00:00-07:00,187,31/32,0.99,0.01,,
938875008,slim_tapered_jeans,men_jeans_slim,39.99,938875,8,white,slim_fit,2021-11-17 10:00:00-07:00,187,31/32,0.99,0.01,,
938875008,slim_tapered_jeans,men_jeans_slim,39.99,938875,8,dark_gray,slim_fit,2021-11-17 10:00:00-07:00,187,31/32,0.99,0.01,,
